common_name,date,trawl,sample_id,catch_count,length_type,length_cm,weight_kg,sex,fa_sample,comments,recorder,fish_processing_personnel,size_class,species,kingdom,phylum,class,order,family,genus,level
Pacific Herring,2018-08-02,3,222,87,Fork,14.6,0.028,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,223,88,Fork,13.1,0.02,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,224,89,Fork,13,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,225,90,Fork,14.1,0.03,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,226,91,Fork,14.8,0.03,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,227,92,Fork,13.6,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,228,93,Fork,14.3,0.03,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,229,94,Fork,15,0.034,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,230,95,Fork,13.5,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,231,96,Fork,14.3,0.032,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,232,97,Fork,13.5,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,233,98,Fork,13.9,0.028,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,234,99,Fork,13.8,0.03,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,235,100,Fork,13.2,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2786,177,Total,15.1,0.028,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2787,178,Total,14.1,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2788,179,Total,15.1,0.028,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-10,10,1656,14,Fork,15.2,0.03,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-10,10,1657,15,Fork,17.9,0.06,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,241,106,Total,14,0.024,NA,Y,**check with Wade,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,3,242,107,Total,14.1,0.028,NA,Y,**check with Wade,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-10,10,1660,18,Fork,14.5,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1095,90,Fork,14.8,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2795,186,Total,14.5,0.028,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3160,139,Fork,18.2,0.072,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3161,140,Fork,18.1,0.064,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3162,141,Fork,21.9,0.116,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2799,190,Total,14,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2800,191,Total,15,0.03,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2801,192,Total,12.8,0.018,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,4,252,3,Fork,10.5,0.01,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,4,253,4,Fork,14.6,0.028,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,4,254,5,Fork,13.7,0.02,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,4,255,6,Fork,14,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,4,256,7,Fork,13.5,0.022,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,4,257,8,Fork,14.1,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,4,258,9,Fork,10.1,0.008,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,4,259,10,Fork,13.5,0.022,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-02,4,260,11,Fork,12.6,0.02,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2811,202,Total,14.5,0.028,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2812,203,Total,14.5,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2813,204,Total,14,0.022,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2814,205,Total,15.1,0.03,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2815,206,Total,14.6,0.028,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2816,207,Total,14.4,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-12,14,3059,38,Fork,18.3,0.056,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-12,14,3060,39,Fork,15.6,0.038,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-12,14,3061,40,Fork,15.2,0.036,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-12,14,3062,41,Fork,14.5,0.034,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-12,14,3063,42,Fork,15.1,0.034,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-12,14,3064,43,Fork,13.7,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2823,214,Total,16.1,0.036,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2824,215,Total,15.1,0.032,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2825,216,Total,14,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2826,217,Total,13.6,0.022,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2827,218,Total,15.1,0.03,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2828,219,Total,14.5,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1007,1,Fork,14.5,0.02,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1008,2,Fork,16.2,0.24,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1009,3,Fork,16.3,0.26,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1010,4,Fork,14.6,0.022,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1011,5,Fork,15.9,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1012,6,Fork,15.1,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1013,7,Fork,15.2,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1014,8,Fork,15,0.022,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1015,9,Fork,14.9,0.02,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1016,10,Fork,14.5,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1017,11,Fork,14.3,0.018,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1018,12,Fork,13.5,0.02,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1019,13,Fork,15.2,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3205,184,Fork,19.6,0.094,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3206,185,Fork,19.2,0.082,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3207,186,Fork,18.5,0.072,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3208,187,Fork,20.5,0.096,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3209,188,Fork,20.9,0.092,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3210,189,Fork,20.2,0.088,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3211,190,Fork,18.5,0.086,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3212,191,Fork,19.9,0.092,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3213,192,Fork,19.7,0.076,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3214,193,Fork,19.3,0.082,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3215,194,Fork,18.8,0.078,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3216,195,Fork,18.9,0.08,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3217,196,Fork,18.2,0.066,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3218,197,Fork,19.9,0.08,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3219,198,Fork,19.5,0.074,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3220,199,Fork,20,0.088,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3221,200,Fork,21,0.106,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3222,201,Fork,18.2,0.068,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1038,32,Fork,13.4,0.016,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1039,33,Fork,15.2,0.02,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3226,205,Fork,14.1,0.028,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3227,206,Fork,21,0.108,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3228,207,Fork,20.2,0.096,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3229,208,Fork,17.1,0.074,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1044,39,Fork,17.5,0.038,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1045,40,Fork,13.9,0.018,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1046,41,Fork,16.2,0.021,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1047,42,Fork,15.7,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1048,43,Fork,14.5,0.02,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1049,44,Fork,18.4,0.42,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1050,45,Fork,15.3,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1051,46,Fork,15.1,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1052,47,Fork,15.3,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1053,48,Fork,14.4,0.022,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1054,49,Fork,15,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1055,50,Fork,14.5,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1056,51,Fork,14.7,0.022,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1057,52,Fork,14.5,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1058,53,Fork,14.8,0.02,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1059,54,Fork,14.3,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1060,55,Fork,16.5,0.03,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1061,56,Fork,13.9,0.018,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1062,57,Fork,15.2,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1063,58,Fork,15.3,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1064,59,Fork,15.6,0.028,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1065,60,Fork,15,0.024,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1066,61,Fork,15.2,0.022,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1067,62,Fork,16,0.028,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1068,63,Fork,14.3,0.018,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1069,64,Fork,16.1,0.032,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3255,234,Fork,20.3,0.088,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3256,235,Fork,18.1,0.078,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3257,236,Fork,20.5,0.082,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1073,68,Fork,13.8,0.018,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1074,69,Fork,15.6,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1075,70,Fork,14.9,0.022,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3261,240,Fork,9.7,0.008,NA,Y,NA,NA,NA,juvenile,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3262,241,Fork,9.4,0.006,NA,Y,NA,NA,NA,juvenile,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-13,15,3263,242,Fork,8.7,0.002,NA,Y,NA,NA,NA,juvenile,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1078,73,Fork,14.3,0.026,NA,Y,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,8,1079,74,Fork,14.4,0.024,NA,Y,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,13,2781,172,Total,16.2,0.036,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-08,9,1567,311,Fork,14.6,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,12,2298,333,Fork,14.6,0.026,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-12,14,3027,6,Fork,30.8,0.088,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-12,14,3028,7,Fork,19.9,0.07,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,12,2301,336,Fork,14,0.022,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
Pacific Herring,2018-08-11,12,2302,337,Fork,13.5,0.018,NA,NA,NA,NA,NA,NA,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species
