Date,Trawl,Sample_ID,Catch_count,Species,Length_type,Length_cm,Weight_kg,Sex,FA_Sample,Comments,Recorder,Fish Processing Personnel,,
18-08-10,10,1724,82,Walleye Pollock,Total,30.8,0.316,,,,,,,
18-08-10,10,1725,83,Walleye Pollock,Total,43.5,0.702,,,,,,,
18-08-10,10,1726,84,Walleye Pollock,Total,31.6,0.282,,,,,,,
18-08-10,10,1727,85,Walleye Pollock,Total,33.5,0.338,,,,,,,
18-08-10,10,1728,86,Walleye Pollock,Total,29.2,0.216,,,,,,,
18-08-10,10,1729,87,Walleye Pollock,Total,34.2,0.334,,,,,,,
18-08-10,10,1730,88,Walleye Pollock,Total,32.6,0.310,,,,,,,
18-08-10,10,1731,89,Walleye Pollock,Total,29.7,0.226,,,,,,,
18-08-10,10,1732,90,Walleye Pollock,Total,33,0.348,,,,,,,
18-08-10,10,1733,91,Walleye Pollock,Total,35.5,0.378,,,,,,,
18-08-10,10,1734,92,Walleye Pollock,Total,31.8,0.296,,,,,,,
18-08-10,10,1735,93,Walleye Pollock,Total,42,0.598,,,,,,,
18-08-10,10,1736,94,Walleye Pollock,Total,33.4,0.348,,,,,,,
18-08-10,10,1737,95,Walleye Pollock,Total,35.1,0.366,,,,,,,
18-08-10,10,1738,96,Walleye Pollock,Total,37.4,0.416,,,,,,,
18-08-10,10,1739,97,Walleye Pollock,Total,30,0.230,,,,,,,
18-08-10,10,1740,98,Walleye Pollock,Total,32.2,0.294,,,,,,,
18-08-10,10,1741,99,Walleye Pollock,Total,29.5,0.230,,,,,,,
18-08-10,10,1742,100,Walleye Pollock,Total,36.9,0.470,,,,,,,
18-08-10,10,1743,101,Walleye Pollock,Total,34.5,0.360,,,,,,,
18-08-10,10,1744,102,Walleye Pollock,Total,39.5,0.506,,,,,,,
18-08-10,10,1745,103,Walleye Pollock,Total,31.6,0.300,,,,,,,
18-08-10,10,1746,104,Walleye Pollock,Total,33.1,0.328,,,,,,,
18-08-10,10,1747,105,Walleye Pollock,Total,36.2,0.416,,,,,,,
18-08-10,10,1748,106,Walleye Pollock,Total,38.6,0.316,,,,,,,
18-08-10,10,1749,107,Walleye Pollock,Total,32.5,0.300,,,,,,,
18-08-10,10,1750,108,Walleye Pollock,Total,31.7,0.310,,,,,,,
18-08-10,10,1751,109,Walleye Pollock,Total,30.2,0.270,,,,,,,
18-08-10,10,1752,110,Walleye Pollock,Total,33.5,0.304,,,,,,,
18-08-10,10,1753,111,Walleye Pollock,Total,36.6,0.476,,,,,,,
18-08-10,10,1754,112,Walleye Pollock,Total,32.6,0.310,,,,,,,
18-08-10,10,1755,113,Walleye Pollock,Total,39.2,0.494,,,,,,,
18-08-10,10,1756,114,Walleye Pollock,Total,31.6,0.296,,,,,,,
18-08-10,10,1757,115,Walleye Pollock,Total,31.7,0.290,,,,,,,
18-08-10,10,1758,116,Walleye Pollock,Total,33.6,0.346,,,,,,,
18-08-10,10,1759,117,Walleye Pollock,Total,34.1,0.320,,,,,,,
18-08-10,10,1760,118,Walleye Pollock,Total,30.4,0.226,,,,,,,
18-08-10,10,1761,119,Walleye Pollock,Total,42.6,0.544,,,,,,,
18-08-10,10,1762,120,Walleye Pollock,Total,31.7,0.302,,,,,,,
18-08-10,10,1763,121,Walleye Pollock,Total,32.5,0.280,,,,,,,
18-08-10,10,1764,122,Walleye Pollock,Total,29.4,0.270,,,,,,,
18-08-10,10,1765,123,Walleye Pollock,Total,36.2,0.368,,,,,,,
18-08-10,10,1766,124,Walleye Pollock,Total,31.4,0.254,,,,,,,
18-08-10,10,1767,125,Walleye Pollock,Total,33,0.340,,,,,,,
18-08-10,10,1768,126,Walleye Pollock,Total,31.9,0.302,,,,,,,
18-08-10,10,1769,127,Walleye Pollock,Total,36.2,0.398,,,,,,,
18-08-10,10,1770,128,Walleye Pollock,Total,33,0.322,,,,,,,
18-08-10,10,1771,129,Walleye Pollock,Total,41.3,0.574,,,,,,,
18-08-10,10,1772,130,Walleye Pollock,Total,42.5,0.644,,,,,,,
18-08-10,10,1773,131,Walleye Pollock,Total,30.7,0.264,,,,,,,
18-08-10,10,1774,132,Walleye Pollock,Total,30.7,0.250,,,,,,,
18-08-10,10,1775,133,Walleye Pollock,Total,39.1,0.520,,,,,,,
18-08-10,10,1776,134,Walleye Pollock,Total,32.6,0.312,,,,,,,
18-08-10,10,1777,135,Walleye Pollock,Total,34.1,0.344,,,,,,,
18-08-10,10,1778,136,Walleye Pollock,Total,40.5,0.466,,,,,,,
18-08-10,10,1779,137,Walleye Pollock,Total,40.3,0.544,,,,,,,
18-08-10,10,1780,138,Walleye Pollock,Total,31.2,0.262,,,,,,,
18-08-10,10,1781,139,Walleye Pollock,Total,33.6,0.344,,,,,,,
18-08-10,10,1782,140,Walleye Pollock,Total,35.3,0.424,,,,,,,
18-08-10,10,1783,141,Walleye Pollock,Total,46.8,0.788,,,,,,,
18-08-10,10,1784,142,Spiny Dogfish,Total,81.8,2.008,,Y,,,,,
18-08-10,10,1785,143,Spiny Dogfish,Total,80.1,1.974,,Y,,,,,
18-08-10,10,1786,144,Spiny Dogfish,Total,86.1,2.476,,Y,,,,,
18-08-10,10,1787,145,Spiny Dogfish,Total,73.6,1.512,,Y,,,,,
18-08-10,10,1788,146,Spiny Dogfish,Total,60.1,0.724,,,,,,,
18-08-10,10,1789,147,Spiny Dogfish,Total,45.3,0.378,,,,,,,
18-08-10,10,1790,148,Spiny Dogfish,Total,38.1,0.190,,,,,,,
18-08-10,10,1791,149,Spiny Dogfish,Total,41,0.278,,,,,,,
18-08-10,10,1792,150,Pacific Hake,Total,47.2,0.710,,,,,,,
18-08-10,10,1793,151,Pacific Hake,Total,56.1,1.238,,,,,,,
18-08-10,10,1794,152,Pacific Hake,Total,59.8,1.552,,,,,,,
18-08-10,10,1795,153,Pacific Hake,Total,52,0.958,,,,,,,
18-08-10,10,1796,154,Pacific Hake,Total,58.3,1.204,,,,,,,
18-08-10,10,1797,155,Pacific Hake,Total,50.3,0.900,,,,,,,
18-08-10,10,1798,156,Pacific Hake,Total,50.1,0.988,,,,,,,
18-08-10,10,1799,157,Pacific Hake,Total,53.3,1.250,,,,,,,
18-08-10,10,1800,158,Pacific Hake,Total,51.8,0.936,,,,,,,
18-08-10,10,1801,159,Pacific Hake,Total,46.5,0.770,,,,,,,
18-08-10,10,1802,160,Pacific Hake,Total,51.2,0.886,,,,,,,
18-08-10,10,1803,161,Pacific Hake,Total,49.3,0.832,,,,,,,
18-08-10,10,1804,162,Pacific Hake,Total,49.5,0.798,,,,,,,
18-08-10,10,1805,163,Pacific Hake,Total,48.5,0.810,,,,,,,
18-08-10,10,1806,164,Pacific Hake,Total,49.7,0.948,,,,,,,
18-08-10,10,1807,165,Pacific Hake,Total,47.5,0.726,,,,,,,
18-08-10,10,1808,166,Pacific Hake,Total,52.9,1.068,,,,,,,
18-08-10,10,1809,167,Pacific Hake,Total,48.9,0.796,,,,,,,
18-08-10,10,1810,168,Pacific Hake,Total,54,1.174,,,,,,,
18-08-10,10,1811,169,Pacific Hake,Total,46,0.672,,,,,,,
18-08-10,10,1812,170,Pacific Hake,Total,46.1,0.600,,,,,,,
18-08-10,10,1813,171,Pacific Hake,Total,52.5,0.908,,,,,,,
18-08-10,10,1814,172,Pacific Hake,Total,49.9,0.814,,,,,,,
18-08-10,10,1815,173,Pacific Hake,Total,45.6,0.638,,,,,,,
18-08-10,10,1816,174,Pacific Hake,Total,52.7,0.980,,,,,,,
18-08-10,10,1817,175,Pacific Hake,Total,51.6,0.998,,,,,,,
18-08-10,10,1818,176,Pacific Hake,Total,47.4,0.790,,,,,,,
18-08-10,10,1819,177,Pacific Hake,Total,52.8,1.028,,,,,,,
18-08-10,10,1820,178,Pacific Hake,Total,50.8,0.962,,,,,,,
18-08-10,10,1821,179,Pacific Hake,Total,47.6,0.722,,,,,,,
18-08-10,10,1822,180,Pacific Hake,Total,49.5,0.828,,,,,,,
18-08-10,10,1823,181,Pacific Hake,Total,51.4,0.878,,,,,,,
18-08-10,10,1824,182,Pacific Hake,Total,43.8,0.500,,,,,,,
18-08-10,10,1825,183,Pacific Hake,Total,47.7,0.660,,,,,,,
18-08-10,10,1826,184,Pacific Hake,Total,47.3,0.736,,,,,,,
18-08-10,10,1827,185,Pacific Hake,Total,48.1,0.714,,,,,,,
18-08-10,10,1828,186,Pacific Hake,Total,58.1,1.536,,,,,,,
18-08-10,10,1829,187,Pacific Hake,Total,48.2,0.760,,,,,,,
18-08-10,10,1830,188,Pacific Hake,Total,44.3,0.744,,,,,,,
18-08-10,10,1831,189,Pacific Hake,Total,55.6,1.026,,,,,,,
18-08-10,10,1832,190,Pacific Hake,Total,57.7,1.312,,,,,,,
18-08-10,10,1833,191,Pacific Hake,Total,47.7,0.664,,,,,,,
18-08-10,10,1834,192,Pacific Hake,Total,48.5,0.798,,,,,,,
18-08-10,10,1835,193,Pacific Hake,Total,54.1,1.094,,,,,,,
18-08-10,10,1836,194,Pacific Hake,Total,54.1,0.788,,,,,,,
18-08-10,10,1837,195,Pacific Hake,Total,45,0.638,,,,,,,
18-08-10,10,1838,196,Pacific Hake,Total,55.9,1.128,,,,,,,
18-08-10,10,1839,197,Pacific Hake,Total,58.5,1.336,,,,,,,
18-08-10,10,1840,198,Pacific Hake,Total,56.5,1.260,,,,,,,
18-08-10,10,1841,199,Pacific Hake,Total,48.2,0.756,,,,,,,
18-08-10,10,1842,200,Pacific Hake,Total,50.1,0.838,,,,,,,
18-08-10,10,1843,201,Pacific Hake,Total,51.1,0.820,,,,,,,
18-08-10,10,1844,202,Pacific Hake,Total,46.9,0.720,,,,,,,
18-08-10,10,1845,203,Pacific Hake,Total,43.6,0.558,,,,,,,
18-08-10,10,1846,204,Pacific Hake,Total,51.5,0.932,,,,,,,
18-08-10,10,1847,205,Pacific Hake,Total,48.4,0.800,,,,,,,
18-08-10,10,1848,206,Pacific Hake,Total,46.8,0.614,,,,,,,
18-08-10,10,1849,207,Pacific Hake,Total,49.6,0.744,,,,,,,
18-08-10,10,1850,208,Pacific Hake,Total,56.6,1.400,,,,,,,
18-08-10,10,1851,209,Pacific Hake,Total,56.6,1.360,,,,,,,
18-08-10,10,1852,210,Pacific Hake,Total,49.1,0.824,,,,,,,
18-08-10,10,1853,211,Pacific Hake,Total,46.5,0.740,,,,,,,
18-08-10,10,1854,212,Pacific Hake,Total,45,0.664,,,,,,,
18-08-10,10,1855,213,Pacific Hake,Total,48.2,0.646,,,,,,,
18-08-10,10,1856,214,Pacific Hake,Total,45.5,0.662,,,,,,,
18-08-10,10,1857,215,Pacific Hake,Total,47.2,0.718,,,,,,,
18-08-10,10,1858,216,Pacific Hake,Total,46.7,0.728,,,,,,,
18-08-10,10,1859,217,Pacific Hake,Total,44.2,0.606,,,,,,,
18-08-10,10,1860,218,Pacific Hake,Total,46.7,0.808,,,,,,,
18-08-10,10,1861,219,Pacific Hake,Total,45.4,0.664,,,,,,,
18-08-10,10,1862,220,Pacific Hake,Total,53.2,1.072,,,,,,,
18-08-10,10,1863,221,Pacific Hake,Total,49,0.742,,,,,,,
18-08-10,10,1864,222,Pacific Hake,Total,55.2,1.164,,,,,,,
18-08-10,10,1865,223,Pacific Hake,Total,49.3,0.784,,,,,,,
18-08-10,10,1866,224,Pacific Hake,Total,47.3,0.664,,,,,,,
18-08-10,10,1867,225,Pacific Hake,Total,59.9,1.406,,,,,,,
18-08-10,10,1868,226,Pacific Hake,Total,47.2,0.710,,,,,,,
18-08-10,10,1869,227,Pacific Hake,Total,52.6,1.064,,,,,,,
18-08-10,10,1870,228,Pacific Hake,Total,49,0.754,,,,,,,
18-08-10,10,1871,229,Pacific Hake,Total,49.8,0.798,,,,,,,
18-08-10,10,1872,230,Pacific Hake,Total,51.2,0.892,,,,,,,
18-08-10,10,1873,231,Pacific Hake,Total,45.6,0.610,,,,,,,
18-08-10,10,1874,232,Pacific Hake,Total,60.6,1.498,,,,,,,
18-08-10,10,1875,233,Pacific Hake,Total,45,0.642,,,,,,,
18-08-10,10,1876,234,Pacific Hake,Total,46.8,0.724,,,,,,,
18-08-10,10,1877,235,Pacific Hake,Total,50.5,1.000,,,,,,,
18-08-10,10,1878,236,Pacific Hake,Total,48.3,0.750,,,,,,,
18-08-10,10,1879,237,Pacific Hake,Total,47.5,0.806,,,,,,,
18-08-10,10,1880,238,Pacific Hake,Total,47.5,0.706,,,,,,,
18-08-10,10,1881,239,Pacific Hake,Total,47.7,0.740,,,,,,,
18-08-10,10,1882,240,Pacific Hake,Total,46.5,0.626,,,,,,,
18-08-10,10,1883,241,Pacific Hake,Total,58.5,1.380,,,,,,,
18-08-10,10,1884,242,Pacific Hake,Total,57,1.158,,,,,,,
18-08-10,10,1885,243,Pacific Hake,Total,54.2,0.862,,,,,,,
18-08-10,10,1886,244,Pacific Hake,Total,58.7,1.268,,,,,,,
18-08-10,10,1887,245,Pacific Hake,Total,47.7,0.680,,,,,,,
18-08-10,10,1888,246,Pacific Hake,Total,48.4,0.736,,,,,,,
18-08-10,10,1889,247,Pacific Hake,Total,49.2,0.972,,,,,,,
18-08-10,11,1890,1,Spiny Dogfish,Total,53,0.536,,,,,,,
18-08-10,11,1891,2,Spiny Dogfish,Total,49.3,0.488,,,,,,,
18-08-10,11,1892,3,Spiny Dogfish,Total,50.2,0.498,,,,,,,
18-08-10,11,1893,4,Spiny Dogfish,Total,47.2,0.422,,,,,,,
18-08-10,11,1894,5,Spiny Dogfish,Total,49.9,0.442,,,,,,,
18-08-10,11,1895,6,Spiny Dogfish,Total,40.2,0.274,,,,,,,
18-08-10,11,1896,7,Spiny Dogfish,Total,52.4,0.578,,,,,,,
18-08-10,11,1897,8,Spiny Dogfish,Total,43.9,0.342,,,,,,,
18-08-10,11,1898,9,Spiny Dogfish,Total,46,0.362,,,,,,,
18-08-10,11,1899,10,Spiny Dogfish,Total,38.9,0.214,,,,,,,
18-08-10,11,1900,11,Spiny Dogfish,Total,33.1,0.138,,,,,,,
18-08-10,11,1901,12,Spiny Dogfish,Total,27.7,0.082,,,,,,,
18-08-10,11,1902,13,Sea Nettle,Bell Diameter,17.2,0.364,,,,,,,
18-08-10,11,1903,14,Walleye Pollock,Total,58.3,1.472,,Y,,,,,
18-08-10,11,1904,15,Pacific Hake,Total,51.1,0.798,,,,,,,
18-08-10,11,1905,16,Pacific Hake,Total,67.2,2.112,,,,,,,
18-08-10,11,1906,17,Pacific Hake,Total,56.5,1.240,,,,,,,
18-08-10,11,1907,18,Pacific Hake,Total,50,0.744,,,,,,,
18-08-10,11,1908,19,Pacific Hake,Total,58.9,1.372,,,,,,,
18-08-10,11,1909,20,Pacific Hake,Total,51.2,0.898,,,,,,,
18-08-10,11,1910,21,Pacific Hake,Total,49.8,0.772,,,,,,,
18-08-10,11,1911,22,Pacific Hake,Total,55,1.082,,,,,,,
18-08-10,11,1912,23,Pacific Hake,Total,53.5,1.044,,,,,,,
18-08-10,11,1913,24,Pacific Hake,Total,55.6,1.406,,,,,,,
18-08-10,11,1914,25,Pacific Hake,Total,56.8,1.238,,,,,,,
18-08-10,11,1915,26,Pacific Hake,Total,45.6,0.686,,,,,,,
18-08-10,11,1916,27,Pacific Hake,Total,51.4,0.866,,,,,,,
18-08-10,11,1917,28,Pacific Hake,Total,45.1,0.602,,,,,,,
18-08-10,11,1918,29,Pacific Hake,Total,47.4,0.658,,,,,,,
18-08-10,11,1919,30,Pacific Hake,Total,62.3,0.696,,,,,,,
18-08-10,11,1920,31,Pacific Hake,Total,95.5,1.070,,,,,,,
18-08-10,11,1921,32,Pacific Hake,Total,47.1,0.652,,,,,,,
18-08-10,11,1922,33,Pacific Hake,Total,72.3,2.440,,Y,,,,,
18-08-10,11,1923,34,Myctophiid spp,Total,7.2,0.004,,,,,,,
18-08-10,11,1924,35,Myctophiid spp,Total,7.6,0.006,,,,,,,
18-08-10,11,1925,36,Myctophiid spp,Total,7,0.004,,,,,,,
18-08-10,11,1926,37,Myctophiid spp,Total,5.8,0.002,,,,,,,
18-08-10,11,1927,38,Myctophiid spp,Total,5.3,0.002,,,,,,,
18-08-10,11,1928,39,Myctophiid spp,Total,5.6,0.002,,,,,,,
18-08-10,11,1929,40,Myctophiid spp,Total,5.4,0.002,,,,,,,
18-08-10,11,1930,41,Myctophiid spp,Total,5.7,0.002,,,,,,,
18-08-10,11,1931,42,Myctophiid spp,Total,5.8,0.002,,,,,,,
18-08-10,11,1932,43,Myctophiid spp,Total,4.8,0.002,,,,,,,
18-08-10,11,1933,44,Alaskan Pink Shrimp,Total,5.9,0.004,,,Measurements from front of eye to end of 6th segment,,,,
18-08-10,11,1934,45,Clawed Armhook Squid,Mantle,4.8,0.004,,,,,,,
18-08-10,11,1935,46,Clawed Armhook Squid,Mantle,4.7,0.004,,,,,,,
18-08-10,11,1936,47,Glass Shrimp,Total,7.1,0.002,,,Measurements from front of eye to end of 6th segment,,,,
18-08-10,11,1937,48,Glass Shrimp,Total,6.8,0.002,,,,,,,
18-08-10,11,1938,49,Glass Shrimp,Total,6.2,0.002,,,,,,,
18-08-10,11,1939,50,Glass Shrimp,Total,5.8,0.002,,,,,,,
18-08-10,11,1940,51,Glass Shrimp,Total,5.9,0.002,,,,,,,
18-08-10,11,1941,52,Glass Shrimp,Total,6.3,0.002,,,,,,,
18-08-10,11,1942,53,Glass Shrimp,Total,5.7,0.002,,,,,,,
18-08-10,11,1943,54,Glass Shrimp,Total,5.9,0.002,,,,,,,
18-08-10,11,1944,55,Shrimp B,Total,4.9,,,,Measurements from front of eye to end of 6th segment; too small to weigh,,,,
18-08-10,11,1945,56,Shrimp B,Total,4.4,,,,Additional 3 broken bodies,,,,
18-08-10,11,1946,57,Shrimp B,Total,4.1,,,,,,,,
18-08-10,11,1947,58,Shrimp B,Total,4.2,,,,,,,,
18-08-10,11,1948,59,Shrimp B,Total,4.9,,,,,,,,
18-08-10,11,1949,60,Shrimp B,Total,5.1,,,,,,,,
18-08-10,11,1950,61,Shrimp B,Total,4.9,,,,,,,,
18-08-10,11,1951,62,Shrimp B,Total,4.3,,,,,,,,
18-08-10,11,1952,63,Shrimp B,Total,3.8,,,,,,,,
18-08-10,11,1953,64,Shrimp B,Total,4.8,,,,,,,,
18-08-10,11,1954,65,Shrimp B,Total,5,,,,,,,,
18-08-10,11,1955,66,Shrimp B,Total,4.2,,,,,,,,
18-08-10,11,1956,67,Shrimp B,Total,4.2,,,,,,,,
18-08-10,11,1957,68,Shrimp B,Total,4.3,,,,,,,,
18-08-10,11,1958,69,Shrimp B,Total,4.5,,,,,,,,
18-08-10,11,1959,70,Shrimp B,Total,3.8,,,,,,,,
18-08-10,11,1960,71,Shrimp B,Total,4.5,,,,,,,,
18-08-10,11,1961,72,Shrimp B,Total,4.6,,,,,,,,
18-08-10,11,1962,73,Shrimp B,Total,4.9,,,,,,,,
18-08-10,11,1963,74,Shrimp B,Total,4.2,,,,,,,,
18-08-10,11,1964,75,Shrimp B,Total,4.2,,,,,,,,
18-08-10,11,1965,76,Shrimp B,Total,3.9,,,,,,,,
18-08-11,12,1966,1,Sockeye Salmon ,Fork,57,2.108,,Y,,,,,
18-08-11,12,1967,2,Sockeye Salmon ,Fork,60,2.772,,Y,,,,,
18-08-11,12,1968,3,Sockeye Salmon ,Fork,57.5,2.226,,Y,,,,,
18-08-11,12,1969,4,Sockeye Salmon ,Fork,60.7,2.978,,Y,,,,,
18-08-11,12,1970,5,Sockeye Salmon ,Fork,61.5,2.908,,Y,,,,,
18-08-11,12,1971,6,Sockeye Salmon ,Fork,57.6,2.274,,,,,,,
18-08-11,12,1972,7,Sockeye Salmon ,Fork,62.7,3.45,,,,,,,
18-08-11,12,1973,8,Sockeye Salmon ,Fork,61,2.928,,,,,,,
18-08-11,12,1974,9,Sockeye Salmon ,Fork,63.5,3.408,,,,,,,
18-08-11,12,1975,10,Sockeye Salmon ,Fork,59.5,2.692,,,,,,,
18-08-11,12,1976,11,Sockeye Salmon ,Fork,61.7,2.916,,,,,,,
18-08-11,12,1977,12,Sockeye Salmon ,Fork,56.6,2.036,,,,,,,
18-08-11,12,1978,13,Sockeye Salmon ,Fork,58.5,2.506,,,,,,,
18-08-11,12,1979,14,Sockeye Salmon ,Fork,58.4,2.678,,,,,,,
18-08-11,12,1980,15,Sockeye Salmon ,Fork,59.9,2.752,,,,,,,
18-08-11,12,1981,16,Sockeye Salmon ,Fork,59.9,2.588,,,,,,,
18-08-11,12,1982,17,Sockeye Salmon ,Fork,64.7,3.544,,,,,,,
18-08-11,12,1983,18,Sockeye Salmon ,Fork,57.2,2.59,,,,,,,
18-08-11,12,1984,19,Sockeye Salmon ,Fork,57.2,2.21,,,,,,,
18-08-11,12,1985,20,Sockeye Salmon ,Fork,63,3.152,,,,,,,
18-08-11,12,1986,21,Sockeye Salmon ,Fork,59.9,2.694,,,,,,,
18-08-11,12,1987,22,Sockeye Salmon ,Fork,58.3,2.376,,,,,,,
18-08-11,12,1988,23,Sockeye Salmon ,Fork,58.9,2.674,,,,,,,
18-08-11,12,1989,24,Sockeye Salmon ,Fork,56.2,2.354,,,,,,,
18-08-11,12,1990,25,Sockeye Salmon ,Fork,62.3,3.146,,,,,,,
18-08-11,12,1991,26,Sockeye Salmon ,Fork,58.6,2.648,,,,,,,
18-08-11,12,1992,27,Sockeye Salmon ,Fork,59.5,2.754,,,,,,,
18-08-11,12,1993,28,Sockeye Salmon ,Fork,58.6,2.252,,,,,,,
18-08-11,12,1994,29,Sockeye Salmon ,Fork,57.9,2.388,,,,,,,
18-08-11,12,1995,30,Sockeye Salmon ,Fork,58,2.366,,,,,,,
18-08-11,12,1996,31,Sockeye Salmon ,Fork,58.5,2.712,,,,,,,
18-08-11,12,1997,32,Sockeye Salmon ,Fork,56.5,2.29,,,,,,,
18-08-11,12,1998,33,Sockeye Salmon ,Fork,58.2,2.366,,,,,,,
18-08-11,12,1999,34,Sockeye Salmon ,Fork,60.4,2.84,,,,,,,
18-08-11,12,2000,35,Sockeye Salmon ,Fork,57.5,2.328,,,,,,,
18-08-11,12,2001,36,Sockeye Salmon ,Fork,56.8,2.19,,,,,,,
18-08-11,12,2002,37,Sockeye Salmon ,Fork,58.4,2.638,,,,,,,
18-08-11,12,2003,38,Sockeye Salmon ,Fork,64,3.742,,,,,,,
18-08-11,12,2004,39,Sockeye Salmon ,Fork,58,2.528,,,,,,,
18-08-11,12,2005,40,Sockeye Salmon ,Fork,60.5,3.024,,,,,,,
18-08-11,12,2006,41,Sockeye Salmon ,Fork,58.5,2.490,,,,,,,
18-08-11,12,2007,42,Sockeye Salmon ,Fork,61.9,3.232,,,,,,,
18-08-11,12,2008,43,Sockeye Salmon ,Fork,63,2.876,,,,,,,
18-08-11,12,2009,44,Sockeye Salmon ,Fork,57.1,2.460,,,,,,,
18-08-11,12,2010,45,Sockeye Salmon ,Fork,58.9,2.524,,,,,,,
18-08-11,12,2011,46,Sockeye Salmon ,Fork,63,3.472,,,,,,,
18-08-11,12,2012,47,Sockeye Salmon ,Fork,59.6,2.590,,,,,,,
18-08-11,12,2013,48,Sockeye Salmon ,Fork,65.8,3.580,,,,,,,
18-08-11,12,2014,49,Sockeye Salmon ,Fork,59.8,2.876,,,,,,,
18-08-11,12,2015,50,Sockeye Salmon ,Fork,59.6,2.628,,,,,,,
18-08-11,12,2016,51,Sockeye Salmon ,Fork,61.8,2.780,,,,,,,
18-08-11,12,2017,52,Sockeye Salmon ,Fork,60,2.840,,,,,,,
18-08-11,12,2018,53,Sockeye Salmon ,Fork,62.5,3.322,,,,,,,
18-08-11,12,2019,54,Sockeye Salmon ,Fork,58.4,2.418,,,,,,,
18-08-11,12,2020,55,Sockeye Salmon ,Fork,56.9,2.216,,,,,,,
18-08-11,12,2021,56,Sockeye Salmon ,Fork,58.8,2.398,,,,,,,
18-08-11,12,2022,57,Sockeye Salmon ,Fork,56,1.994,,,,,,,
18-08-11,12,2023,58,Sockeye Salmon ,Fork,60.8,2.946,,,,,,,
18-08-11,12,2024,59,Sockeye Salmon ,Fork,60,2.648,,,,,,,
18-08-11,12,2025,60,Sockeye Salmon ,Fork,60.5,3.082,,,,,,,
18-08-11,12,2026,61,Sockeye Salmon ,Fork,58.5,2.716,,,,,,,
18-08-11,12,2027,62,Sockeye Salmon ,Fork,63.2,3.012,,,,,,,
18-08-11,12,2028,63,Sockeye Salmon ,Fork,59.9,2.622,,,,,,,
18-08-11,12,2029,64,Sockeye Salmon ,Fork,55.5,1.940,,,,,,,
18-08-11,12,2030,65,Sockeye Salmon ,Fork,56.9,2.476,,,,,,,
18-08-11,12,2031,66,Sockeye Salmon ,Fork,57.5,2.306,,,,,,,
18-08-11,12,2032,67,Sockeye Salmon ,Fork,58.3,2.594,,,,,,,
18-08-11,12,2033,68,Sockeye Salmon ,Fork,59.9,2.772,,,,,,,
18-08-11,12,2034,69,Chinook Salmon,Fork,43.2,0.944,,Y,,,,,
18-08-11,12,2035,70,Chinook Salmon,Fork,39.7,0.692,,Y,,,,,
18-08-11,12,2036,71,Chinook Salmon,Fork,33.5,0.426,,Y,,,,,
18-08-11,12,2037,72,Chinook Salmon,Fork,42.1,0.988,,Y,,,,,
18-08-11,12,2038,73,Chinook Salmon,Fork,54.1,1.958,,Y,,,,,
18-08-11,12,2039,74,Chinook Salmon,Fork,24.1,0.154,,,,,,,
18-08-11,12,2040,75,Chinook Salmon,Fork,42.1,0.966,,,,,,,
18-08-11,12,2041,76,Chinook Salmon,Fork,45.7,1.270,,,,,,,
18-08-11,12,2042,77,Chinook Salmon,Fork,41.2,0.864,,,,,,,
18-08-11,12,2043,78,Chinook Salmon,Fork,29.8,0.340,,,,,,,
18-08-11,12,2044,79,Walleye Pollock,Total,41.3,0.620,,,,,,,
18-08-11,12,2045,80,Walleye Pollock,Total,33.6,0.338,,,,,,,
18-08-11,12,2046,81,Walleye Pollock,Total,34.2,0.364,,,,,,,
18-08-11,12,2047,82,Walleye Pollock,Total,31.5,0.272,,,,,,,
18-08-11,12,2048,83,Walleye Pollock,Total,29.1,0.232,,,,,,,
18-08-11,12,2049,84,Walleye Pollock,Total,30.6,0.262,,,,,,,
18-08-11,12,2050,85,Walleye Pollock,Total,34.8,0.350,,,,,,,
18-08-11,12,2051,86,Walleye Pollock,Total,32.5,0.292,,,,,,,
18-08-11,12,2052,87,Walleye Pollock,Total,31.8,0.282,,,,,,,
18-08-11,12,2053,88,Walleye Pollock,Total,31,0.274,,,,,,,
18-08-11,12,2054,89,Walleye Pollock,Total,19.2,0.062,,,,,,,
18-08-11,12,2055,90,Walleye Pollock,Total,26.9,0.160,,,,,,,
18-08-11,12,2056,91,Walleye Pollock,Total,31.2,0.254,,,,,,,
18-08-11,12,2057,92,Walleye Pollock,Total,20.6,0.068,,,,,,,
18-08-11,12,2058,93,Walleye Pollock,Total,23.6,0.102,,,,,,,
18-08-11,12,2059,94,Walleye Pollock,Total,33.5,0.308,,,,,,,
18-08-11,12,2060,95,Walleye Pollock,Total,23.6,0.114,,,,,,,
18-08-11,12,2061,96,Walleye Pollock,Total,32.5,0.264,,,,,,,
18-08-11,12,2062,97,Walleye Pollock,Total,44.6,0.678,,,,,,,
18-08-11,12,2063,98,Walleye Pollock,Total,32.6,0.318,,,,,,,
18-08-11,12,2064,99,Walleye Pollock,Total,26.9,0.176,,,,,,,
18-08-11,12,2065,100,Walleye Pollock,Total,29,0.192,,,,,,,
18-08-11,12,2066,101,Walleye Pollock,Total,28.7,0.190,,,,,,,
18-08-11,12,2067,102,Walleye Pollock,Total,27.6,0.156,,,,,,,
18-08-11,12,2068,103,Walleye Pollock,Total,27.8,0.170,,,,,,,
18-08-11,12,2069,104,Walleye Pollock,Total,25.3,0.136,,,,,,,
