#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV479	family	Osmeridae	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	no identification	no identification	lca
ASV480	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV481	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV482	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV483	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV484	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV486	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV487	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV488	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV489	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV490	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV491	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV492	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV493	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV494	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV495	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV496	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV497	genus	Ammodytes	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	no identification	lca
ASV498	genus	Gadus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	no identification	lca
ASV499	genus	Gadus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	no identification	lca
ASV500	family	Anoplopomatidae	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	no identification	no identification	lca
ASV501	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV502	family	Osmeridae	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	no identification	no identification	lca
ASV503	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV504	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV505	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV506	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV507	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV508	genus	Gadus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	no identification	lca
ASV509	species	Gobiesox maeandricus	Eukaryota	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	Gobiesox	Gobiesox maeandricus	lca
ASV510	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV511	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV512	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV513	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV514	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV515	family	Gadidae	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	no identification	no identification	lca
ASV516	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV517	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV518	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV519	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV520	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV521	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV522	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV523	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV524	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV525	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV526	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV527	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV528	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV529	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV530	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV531	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV532	family	Osmeridae	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	no identification	no identification	lca
ASV533	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV534	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV535	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV536	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV537	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV538	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV539	family	Embiotocidae	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	no identification	no identification	lca
ASV540	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV541	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV542	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV543	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV544	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV546	genus	unknown genus	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	no identification	lca
ASV547	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV548	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV549	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV550	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV551	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV552	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV553	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV554	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV555	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV556	family	Osmeridae	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	no identification	no identification	lca
ASV557	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV558	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV559	genus	Citharichthys	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	no identification	lca
ASV560	genus	Gadus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	no identification	lca
ASV561	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV563	family	Anoplopomatidae	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	no identification	no identification	lca
ASV564	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV565	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV566	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV567	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV568	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV569	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV570	family	Anoplopomatidae	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	no identification	no identification	lca
ASV571	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV572	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV573	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV574	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV575	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV576	family	Anoplopomatidae	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	no identification	no identification	lca
ASV577	family	Sebastidae	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	no identification	no identification	lca
ASV578	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV579	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV580	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV581	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV582	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV584	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV585	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV586	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV587	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV588	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV589	family	Anoplopomatidae	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	no identification	no identification	lca
ASV590	species	Eucampia zodiacus	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	Hemiaulaceae	Eucampia	Eucampia zodiacus	lca
ASV591	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV592	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV593	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV594	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV595	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV596	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV597	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV598	family	Osmeridae	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	no identification	no identification	lca
ASV599	family	Anoplopomatidae	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	no identification	no identification	lca
ASV600	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV601	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV602	genus	Sphingomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	no identification	lca
ASV603	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV604	genus	Citharichthys	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	no identification	lca
ASV605	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV607	family	Gadidae	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	no identification	no identification	lca
ASV608	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV609	species	Salmo salar	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo salar	lca
ASV610	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV611	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV612	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV613	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV614	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV615	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV616	genus	Citharichthys	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	no identification	lca
ASV617	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV620	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV621	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV622	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV623	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV624	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV627	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV628	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV629	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV630	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV631	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV632	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV633	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV634	species	Thalassiosira sp.	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira sp.	lca
ASV635	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV637	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV638	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV639	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV640	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV641	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV642	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV643	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV644	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV645	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV646	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV647	family	Squalidae	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	no identification	no identification	lca
ASV648	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV649	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV650	genus	unknown genus	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	no identification	lca
ASV651	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV652	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV654	genus	Liparis	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	no identification	lca
ASV655	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV656	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV657	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV658	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV659	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV660	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV661	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV662	species	Thalassiosira sp.	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira sp.	lca
ASV663	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV664	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV665	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV666	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV667	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV668	species	Citharichthys stigmaeus	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys stigmaeus	lca
ASV669	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV670	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV671	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV672	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV673	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV674	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV675	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV676	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV677	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV678	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV679	species	Thalassiosira sp.	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira sp.	lca
ASV680	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV681	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV682	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV683	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV684	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV685	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV686	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV687	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV688	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV689	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV690	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV691	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV692	species	Thalassiosira sp.	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira sp.	lca
ASV693	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV694	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV695	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV696	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV697	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV698	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV699	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV700	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV701	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV702	genus	Ammodytes	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	no identification	lca
ASV703	species	Gadus chalcogrammus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	lca
ASV704	species	uncultured bacterium	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured bacterium	lca
ASV705	species	Cymatogaster aggregata	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	Cymatogaster aggregata	lca
ASV706	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV707	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV708	genus	Alosa	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Alosa	no identification	lca
ASV709	genus	Ammodytes	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	no identification	lca
ASV710	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV711	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV712	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV713	species	uncultured bacterium	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured bacterium	lca
ASV714	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV715	genus	unknown genus	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	no identification	lca
